"","number","title","classification","timestamp","geometry","distclean","distdirty"
"163",1229,"Report 1229: Boy Scout has late night sighting above Porterville","Class A","1955-08-01T12:00:00Z",c(-118.8489, 36.10222),49.2137437222815,33.917384680432
"164",1301,"Report 1301: Three witnesses have daytime sighting near Strawberry","Class A","1978-07-30T12:00:00Z",c(-119.9811, 38.19753),54.3224151367822,25.0718371266826
"165",1391,"Report 1391: Man has late night sighting north of Redding","Class A","1999-03-04T12:00:00Z",c(-122.4306, 41.45833),55.3078779226151,34.8019045084734
"166",1473,"Report 1473: Family has early evening sighting near Weed","Class A","1966-09-01T12:00:00Z",c(-122.3839, 41.42806),55.3511717633656,36.0380359966744
"167",1510,"Report 1510: Brothers have early evening sighting near Lee Vining","Class A","1977-07-01T12:00:00Z",c(-119.2642, 38.04806),52.7436500672792,28.8556120323517
"168",1653,"Report 1653: Husband and wife have late night sighting on Highway 299","Class A","1978-10-01T12:00:00Z",c(-122.7325, 40.63556),44.4921870697722,42.5829399748021
"169",1919,"Report 1919: Friends have night sighting above Sonora","Class A","1983-10-25T12:00:00Z",c(-120.2339, 38.03898),57.8993061312344,40.2397245368106
"170",2794,"Report 2794: Woman has early evening sighting near Kennedy Meadows","Class A","1987-05-31T12:00:00Z",c(-118.1303, 36.05278),58.9789916369414,34.4141663064558
"171",2886,"Report 2886: A Wildlife Biologist observes a large upright walking animal near Pinecrest","Class A","1993-06-15T12:00:00Z",c(-119.8633, 38.26661),41.2060244281112,32.3664332408454
"172",2896,"Report 2896: Sister and brother see 3 creatures near Yreka","Class A","1944-08-01T12:00:00Z",c(-122.9958, 41.82417),43.6535480353991,38.4039477621364
"173",2928,"Report 2928: Eighteen campers find hut; videotape distressed bigfoot walking down mountain ridge","Class A","2000-07-20T12:00:00Z",c(-123.1317, 41.3657),43.8520643149214,16.140763529028
"174",3169,"Report 3169: Man sees creature crossing road near Petaluma","Class A","1991-01-01T12:00:00Z",c(-122.5833, 38.25583),56.8195642883409,21.0449670569212
"175",3421,"Report 3421: Family has unusual experience outside Grass Valley","Class A","1978-06-01T12:00:00Z",c(-120.8908, 39.21278),46.5086814094788,42.087681811005
"176",3672,"Report 3672: Late night sighting by motorists travelling through Tioga Pass (Yosemite), a few miles beyond Crane Flat Campground","Class A","1998-08-01T12:00:00Z",c(-119.2569, 37.91111),42.3122401144409,29.2728835647959
"177",4446,"Report 4446: Daytime sighting by hiker on La Jolla Indian Reservation.","Class A","1993-07-04T12:00:00Z",c(-116.8625, 33.2675),16.7650593133457,23.1398084629065
"178",4630,"Report 4630: Afternoon sighting by hiker outside Dunsmuir","Class A","2001-06-15T12:00:00Z",c(-122.2703, 41.21361),12.3966401131153,15.102856506307
"179",4946,"Report 4946: Teenager has daytime sighting near Truckee","Class A","1956-10-01T12:00:00Z",c(-120.2653, 39.3225),56.4251270752667,37.7440898549693
"180",6429,"Report 6429: Woman recalls a nighttime sighting on Hwy. 299 near Burney","Class A","1994-09-15T12:00:00Z",c(-121.6156, 40.92911),59.7452059876447,32.3027615626915
"181",6521,"Report 6521: Woman hears late night scream and has close encounter near Laytonville","Class A","1987-06-01T12:00:00Z",c(-123.4817, 39.68833),53.4413151015289,46.9576720958663
"182",6639,"Report 6639: Couple have night sighting near Lake Tahoe","Class A","2003-07-20T12:00:00Z",c(-120.0133, 38.85556),37.9101052611253,28.4032579686838
"183",6746,"Report 6746: Man has sighting after massive landslide on Highway 50","Class A","1983-01-01T12:00:00Z",c(-119.9833, 38.93333),12.5025518795524,19.0372157376256
"184",6961,"Report 6961: Teen has daytime sighting near Myers Flat","Class A","1963-08-01T12:00:00Z",c(-123.8692, 40.26639),42.2676078419645,44.6737795748032
"185",6963,"Report 6963: Teens have unusual experience near Myers Flat","Class A","1965-07-01T12:00:00Z",c(-123.8692, 40.26639),15.2097714984184,28.4705429687265
"186",7334,"Report 7334: Daytime sightings by Forest Service employee near Arroyo Seco","Class A","1993-04-01T12:00:00Z",c(-121.495, 36.2485),41.9459531570091,26.2694530710101
"187",7555,"Report 7555: Two Young Fishermen Have Mid-day Encounter at Lake Shasta","Class A","1977-08-01T12:00:00Z",c(-122.3775, 40.8875),42.1884664737888,11.4771253282344
"188",7731,"Report 7731: Hunting Partners Have Early Morning Roadway Sighting","Class A","1973-10-15T12:00:00Z",c(-122.1781, 39.92778),56.0736882589187,11.1135475891544
"189",7804,"Report 7804: Family has two late night sightings near Nevada City","Class A","2004-01-04T12:00:00Z",c(-121.0161, 39.26361),41.5870785347817,26.0367472718483
"190",7860,"Report 7860: Hunter has daytime sighting near Dos Rios","Class A","1974-09-01T12:00:00Z",c(-123.4817, 39.68833),44.1722333545056,32.3225997255001
"191",8059,"Report 8059: Teenagers have sighting of two creatures near Albion","Class A","1966-09-01T12:00:00Z",c(-123.7675, 39.22361),44.5161863492382,49.85683972235
"192",8487,"Report 8487: Hiking boy has close encounter in High Sierra","Class A","1972-09-15T12:00:00Z",c(-118.972, 37.5703),39.8554646387418,45.1712142459111
"193",8595,"Report 8595: Man has early morning sighting near Sly Park","Class A","2003-09-01T12:00:00Z",c(-120.5836, 38.72139),45.7759814402062,45.3497029982127
"194",9202,"Report 9202: Man remembers childhood daytime sighting along the Feather River","Class A","1965-07-01T12:00:00Z",c(-121.58, 39.205),58.5567277304666,42.8316885665275
"195",9283,"Report 9283: Early morning sighting by motorist along the Eel River","Class A","1992-07-12T12:00:00Z",c(-124, 40.465),48.0015579527373,36.2005010896258
"196",9296,"Report 9296: Hunter has daytime sighting near Huntington Lake","Class A","2001-10-25T12:00:00Z",c(-119.2119, 37.23389),40.1168533805943,7.01133054748526
"197",9357,"Report 9357: Workers have daytime sighting on Tule River Indian Reservation","Class A","2000-05-01T12:00:00Z",c(-118.7402, 36.0438),54.7534784905945,25.8041629651109
"198",9555,"Report 9555: Retired Law Enforcement Officer Has Daytime Sighting","Class A","2004-08-16T12:00:00Z",c(-120.3275, 39.31917),55.6762692821538,34.2982766811235
"199",10980,"Report 10980: Man has late night sighting near Twain Harte","Class A","2003-12-24T12:00:00Z",c(-120.2434, 38.0312),55.9440582643054,34.3905661497452
"200",11162,"Report 11162: Family has sightings and encounters in Santa Cruz mountains","Class A","2004-10-01T12:00:00Z",c(-121.7, 37),57.3583152758168,24.6120110145433
"201",11496,"Report 11496: Lady has two Northern California sightings, over a 20year period.","Class A","1997-07-15T12:00:00Z",c(-122.1667, 40.75),57.8422022748961,38.5308306820655
"202",11576,"Report 11576: Woman has close up night sighting in car lights on Highway 299","Class A","1988-10-15T12:00:00Z",c(-123.55, 40.85),50.1681134367239,27.7421534032598
"203",11656,"Report 11656: Couple Has Early Evening Encounter Near Stumpy Meadow Reservoir","Class A","2004-11-01T12:00:00Z",c(-120.6033, 38.90333),28.1174428735065,44.4355235879459
"204",11897,"Report 11897: Three young adults encounter large aggressive biped while fishing the San Joaquin River","Class A","1991-06-28T12:00:00Z",c(-120.201, 36.7818),18.9944523127149,38.4733132157863
"205",11986,"Report 11986: Daylight sighting by guide and two tourists at Lake Shasta Caverns","Class A","2001-03-15T12:00:00Z",c(-122.278, 40.7974),40.448062058027,35.9398531596889
"206",12247,"Report 12247: Two teenage girls have daytime encounter on Big Sur Coast","Class A","1974-04-15T12:00:00Z",c(-121.2919, 35.5565),60.6977791966065,44.0564711659933
"207",12292,"Report 12292: Daylight sighting by hikers in Ventana Wilderness","Class A","1986-06-15T12:00:00Z",c(-121.7146, 36.3779),45.6840822291529,25.762120268332
"208",12294,"Report 12294: Daylight sighting near Happy Camp","Class A","1967-03-10T12:00:00Z",c(-123.35, 41.75),41.6346818986287,14.5625051103854
"209",12383,"Report 12383: Hiking family has daytime encounter in Sierra","Class A","2005-08-21T12:00:00Z",c(-119.5483, 38.3068),36.9428890333444,43.4210809659317
"210",12649,"Report 12649: Man recalls daytime sighting in a canyon outside Nevada City","Class A","1987-09-15T12:00:00Z",c(-121.0517, 39.25396),58.7752349231171,39.236170925558
"211",12917,"Report 12917: Vehicle passenger's daylight sighting near Hiouchi","Class A","1979-10-25T12:00:00Z",c(-123.85, 41.65),58.5012255048559,32.0474509395053
"212",13419,"Report 13419: Firefighter describes multiple-witness sighting during the Loma Fire","Class A","2003-09-15T12:00:00Z",c(-123.2718, 40.7485),59.7695868084262,30.0994762858094
"213",13424,"Report 13424: Trail bike rider describes being briefly chased at night near Happy Camp","Class A","1993-12-15T12:00:00Z",c(-123.35, 41.75),43.0674829551252,30.6286501775707
"214",14338,"Report 14338: Old newspaper article (Titusville Morning Herald - Pennsylvania) about sightings near Orestimba Creek in the Diablo (Devil) Mountains","Class A","1869-11-10T12:00:00Z",c(-121.4871, 37.39555),58.292684269662,33.6141636485649
"215",14407,"Report 14407: Daylight sighting by camper 7-8 northwest of Independence Lake","Class A","1993-09-05T12:00:00Z",c(-120.3784, 39.50435),56.8858681465133,32.3243367785404
"216",14642,"Report 14642: Evening road crossing sighting near Lewiston (Hwy 299)","Class A","1982-08-09T12:00:00Z",c(-122.8055, 40.6789),39.9849111453308,34.1234388919112
"217",15821,"Report 15821: Backpacker's moonlit encounter near the trail from Wright's Lake to Enchanted Pools","Class A","2005-08-20T12:00:00Z",c(-120.2201, 38.86165),41.3479971076291,35.9298513544448
"218",15855,"Report 15855: Daylight sighting by motorist near Laurel Canyon in the Mammoth Lakes area","Class A","2006-06-17T12:00:00Z",c(-118.9166, 37.58325),39.6670597011236,7.47985599009099
"219",16342,"Report 16342: Possible sighting by motorist beside Highway 101 between Orick and Trinidad","Class A","2006-10-21T12:00:00Z",c(-124.0687, 41.21385),46.8237198689137,37.4190705031873
"220",18298,"Report 18298: Man collecting pine nuts retreats from intimidation approach, above French Gulch near Lake Shasta","Class A","2007-04-18T12:00:00Z",c(-122.6667, 40.7333),45.473888242045,43.3256613310172
"221",20197,"Report 20197: Nighttime sighting by motorist near Mt. Madonna Park in the Santa Cruz Mountains","Class A","1980-10-11T12:00:00Z",c(-121.7138, 38.4906),42.9510873147584,38.2340215297842
"222",21354,"Report 21354: Multi-witness road-crossing sighting on Hwy 96 outside Happy Camp","Class A","2007-09-11T12:00:00Z",c(-123.1668, 41.8333),46.9482201208949,33.7450076226099
"223",21674,"Report 21674: Man describes incident in teen years: Daylight encounter by two young men in the Green Valley area","Class A","2007-10-10T12:00:00Z",c(-118.4333, 34.6167),40.1547303570825,33.9381410725455
"224",22434,"Report 22434: Backpacker sighting off the PCT in the Marble Mountains Wilderness","Class A","1998-08-03T12:00:00Z",c(-123.056, 41.28996),48.4889438043519,47.0643434936003
"225",22500,"Report 22500: Paranormal investigator describes encounter near Covelo","Class A","2007-12-15T12:00:00Z",c(-123.2393, 39.83929),42.9725104228052,41.1208026389576
"226",23768,"Report 23768: Brief, blurry video footage of a possible sasquatch at Mono Lake","Class A","2008-07-09T12:00:00Z",c(-119, 37.9333),39.6297290608957,24.3579321454018
"227",24146,"Report 24146: Man Has Face to Face Encounter Outside of Willits","Class A","2008-07-08T12:00:00Z",c(-123.3899, 39.51489),47.3997225249273,34.7639031699851
"228",24574,"Report 24574: Man remembers seeing an animal move through a ravine near Yosemite","Class A","1993-08-13T12:00:00Z",c(-119.7853, 38.33115),43.9599309848469,28.9485220669813
"229",24648,"Report 24648: Man retells his close, visual encounter at dawn on Pine Mountain as a young deer hunter","Class A","2008-09-14T12:00:00Z",c(-119.2916, 34.625),44.1746518197937,17.0968702568628
"230",24936,"Report 24936: Sighting off Indian Road behind isolated (at the time) Desert Hot Springs Condo complex","Class A","2008-12-01T12:00:00Z",c(-116.5333, 33.95002),54.1118219968465,27.0465996571547
"231",24938,"Report 24938: Daylight sighting by backpacker near Pacific Crest Trail west of Independence observes two creatures during the afternoon on the PCT","Class A","2008-10-27T12:00:00Z",c(-118.375, 36.70835),55.8613475380115,14.5331860427265
"232",25009,"Report 25009: Youngsters encounter large, grey creature in a sugar beet field","Class A","1962-08-14T12:00:00Z",c(-121.07, 37.475),42.4714655656006,25.8462553860322
"233",25260,"Report 25260: Nighttime sighting (in headlights) by law enforcement officer on patrol near Cloverdale","Class A","2007-09-08T12:00:00Z",c(-123.0585, 38.83996),14.1380618585293,23.3186189813119
"234",25266,"Report 25266: Two men recall a nighttime face to face encounter on lonely Hwy. 395","Class A","2009-01-12T12:00:00Z",c(-118.125, 36.79165),13.4753997210658,17.709875817817
"235",25444,"Report 25444: High school teacher recalls a nighttime sighting while camping in the Los Padres National Forest","Class A","1982-04-15T12:00:00Z",c(-119.9254, 34.73389),15.9196755556167,44.6766476581234
"236",26116,"Report 26116: Man has close encounter near Oregon border","Class A","2009-06-03T12:00:00Z",c(-123.1749, 41.98645),43.7538836429693,28.9210189734473
"237",26258,"Report 26258: Nightime sighting by a couple along a main highway between South Lake Tahoe and Placerville","Class A","2009-07-15T12:00:00Z",c(-120.2083, 38.79998),41.1183048538774,44.8125992786895
"238",26850,"Report 26850: Forestry Worker Observes a Sasquatch in Clear-Cut Near Feather River","Class A","1993-09-30T12:00:00Z",c(-121.18, 39.705),41.9653218890312,24.7776868754935
"239",27177,"Report 27177: Man remembers sighting while driving on a lonely dark two-lane road near Gorman","Class A","2010-01-22T12:00:00Z",c(-118.5834, 34.76666),36.4297691567432,38.9391849952923
"240",27609,"Report 27609: Daughter and Mother both observe a large dark creature in the Klamath River bottom","Class A","2010-04-22T12:00:00Z",c(-123.4498, 41.65925),58.043578646156,32.3584983924239
"241",27983,"Report 27983: Motorists encounter unusual creature on Highway 46 near Paso Robles, CA","Class A","1974-08-01T12:00:00Z",c(-120.55, 35.665),40.8348576940094,41.6675267032974
"242",28432,"Report 28432: Motorists have sighting along Highway 88 north of Clements","Class A","2010-10-25T12:00:00Z",c(-121, 38.25),45.9656387133911,37.9521404804788
"243",32654,"Report 32654: Family has sighting while driving along Hwy 96 near Yreka, CA","Class A","2011-12-03T12:00:00Z",c(-122.575, 41.845),44.5076010789168,30.3808209574725
"244",39181,"Report 39181: Deer hunter has sighting in Sierra Nevada Mtns south of Markleeville","Class A","2012-09-23T12:00:00Z",c(-119.6234, 38.51665),41.3637903149905,24.100590016066
"245",46330,"Report 46330: Daylight sighting by fisherman at Silverwood Lake near Hesperia","Class A","2014-08-20T12:00:00Z",c(-117.3395, 34.28665),39.3900365563742,28.5814087697318
"246",48429,"Report 48429: Travelers have a nighttime sighting of two hairy bipeds on Hwy. 180 near Grant Grove","Class A","2015-05-16T12:00:00Z",c(-118.9604, 36.77763),45.0547526516449,38.0129232758663
"247",62497,"Report 62497: Night time sighting by two witnesses four miles south of Livermore","Class A","1990-05-15T12:00:00Z",c(-121.7587, 37.62124),43.8297269568908,16.9681100640466
"248",63033,"Report 63033: 1AM sighting of a Bigfoot on Hwy 199 near Patrick Creek","Class A","2019-03-15T12:00:00Z",c(-123.7879, 41.89288),8.83496964105706,30.7641258170682
"249",63078,"Report 63078: Motorist daylight sighting between Redding and Lassen National Forest","Class A","2018-09-04T12:00:00Z",c(-121.8214, 40.64289),43.2934190767615,43.1264780360987
"250",65862,"Report 65862: Night time sighting by motorist in Feather River Canyon near Hwy 70 & 89 intersection.","Class A","1992-08-15T12:00:00Z",c(-120.9851, 40.03728),41.6118620186889,40.300369796348
